,combined_chargedescription,arrest_year,X,Y,arrestnumber,age,latitude,longitude,objectid,shape,arrest_month
4140,SECOND DEGREE ASSUALT,2022,4218067.47666833,1787272.70086414,66277493.0,92.0,117.9061,-230.0068,433324,0.0,22
4141,SECOND DEGREE BURGLARY,2020,1428930.49958634,594563.291257274,20141559.0,31.0,39.2985,-76.588,88926,0.0,9
4142,SECOND DEGREE ESCAPE,2022,1421240.0201034,599556.205638018,22072896.0,34.0,39.3123,-76.6151,189933,0.0,6
4143,SECOND DEGREE RAPE,2022,1420363.83767112,592559.172041125,22059186.0,36.0,39.2931,-76.6183,220631,0.0,5
4144,SELL/POSSES STOLEN MANF NO.,2019,0.0,0.0,19031418.0,24.0,0.0,0.0,297525,0.0,3
4145,SEX ABUSE MINOR,2018,0.0,0.0,36306449.0,65.0,0.0,0.0,148065,0.0,19
4146,SEX ABUSE MINOR,2019,0.0,0.0,57445873.0,182.0,0.0,0.0,199404,0.0,30
4147,SEX ABUSE MINOR,2020,0.0,0.0,60412122.0,133.0,0.0,0.0,296760,0.0,27
4148,SEX ABUSE MINOR,2021,0.0,0.0,210740689.0,424.0,0.0,0.0,2085149,0.0,53
4149,SEX ABUSE MINOR,2022,0.0,0.0,176566451.0,277.0,0.0,0.0,1540803,0.0,47
4150,SEX ABUSE MINOR: HOUSE/FAM,2018,0.0,0.0,54385875.0,111.0,0.0,0.0,370255,0.0,24
4151,SEX ABUSE MINOR: HOUSE/FAM,2019,0.0,0.0,38137808.0,104.0,0.0,0.0,448755,0.0,10
4152,SEX ABUSE MINOR: HOUSE/FAM,2020,0.0,0.0,80600248.0,177.0,0.0,0.0,321789,0.0,39
4153,SEX ABUSE MINOR: HOUSE/FAM,2021,0.0,0.0,105490773.0,179.0,0.0,0.0,790667,0.0,35
4154,SEX ABUSE MINOR: HOUSE/FAM,2022,0.0,0.0,154742334.0,234.0,0.0,0.0,784460,0.0,62
4155,SEX ABUSE MNR/CONT COURSE COND,2018,0.0,0.0,54221419.0,120.0,0.0,0.0,678652,0.0,15
4156,SEX ABUSE MNR/CONT COURSE COND,2019,0.0,0.0,38079143.0,81.0,0.0,0.0,569825,0.0,6
4157,SEX ABUSE MNR/CONT COURSE COND,2020,0.0,0.0,80701554.0,161.0,0.0,0.0,144124,0.0,44
4158,SEX ABUSE MNR/CONT COURSE COND,2021,0.0,0.0,189580476.0,372.0,0.0,0.0,2052127,0.0,44
4159,SEX ABUSE MNR/CONT COURSE COND,2022,0.0,0.0,132455331.0,267.0,0.0,0.0,1089575,0.0,38
4160,SEX ABUSE OF A MINOR,2021,1420669.39484461,600682.945205972,21117892.0,43.0,39.3154,-76.6171,118363,0.0,8
4161,SEX OFF 4TH DEG,2018,0.0,0.0,72461212.0,116.0,0.0,0.0,596209,0.0,28
4162,SEX OFF 4TH DEG,2020,0.0,0.0,40070341.0,65.0,0.0,0.0,567279,0.0,6
4163,SEX OFF 4TH DEG,2021,0.0,0.0,21142338.0,20.0,0.0,0.0,62170,0.0,10
4164,SEX OFF 4TH DEG,2022,0.0,0.0,110472989.0,197.0,0.0,0.0,693239,0.0,38
4165,SEX OFF 4TH DEG-SEX ACT 14/15Y,2018,0.0,0.0,36127066.0,57.0,0.0,0.0,489566,0.0,8
4166,SEX OFF 4TH DEG-SEX CONTACT,2018,0.0,0.0,90348406.0,217.0,0.0,0.0,1181087,0.0,23
4167,SEX OFF 4TH DEG-SEX CONTACT,2019,0.0,0.0,76447042.0,193.0,0.0,0.0,562283,0.0,30
4168,SEX OFF 4TH DEG-SEX CONTACT,2020,0.0,0.0,40229333.0,84.0,0.0,0.0,272522,0.0,16
4169,SEX OFF 4TH DEG-SEX CONTACT,2021,0.0,0.0,63293563.0,145.0,0.0,0.0,467455,0.0,22
4170,SEX OFF 4TH DEG-SEX CONTACT,2022,0.0,0.0,88415501.0,124.0,0.0,0.0,474346,0.0,33
4171,SEX OFF 4TH DEG-VAG INT 14/15,2018,0.0,0.0,18100983.0,19.0,0.0,0.0,177010,0.0,6
4172,SEX OFF 4TH- PERS POS AUTH,2018,0.0,0.0,36123168.0,90.0,0.0,0.0,495081,0.0,8
4173,SEX OFF REG-CHANGE ADDRESS,2018,0.0,0.0,126545223.0,235.0,0.0,0.0,1531941,0.0,35
4174,SEX OFF REG-CHANGE ADDRESS,2019,0.0,0.0,38142992.0,69.0,0.0,0.0,440349,0.0,10
4175,SEX OFF REG-CHANGE ADDRESS,2020,0.0,0.0,20016683.0,39.0,0.0,0.0,325709,0.0,2
4176,SEX OFF REG-CHANGE ADDRESS,2021,0.0,0.0,21134024.0,39.0,0.0,0.0,82007,0.0,9
4177,SEX OFF REG-CHANGE ADDRESS,2022,0.0,0.0,44136382.0,100.0,0.0,0.0,399510,0.0,11
4178,SEX OFF REG-FAIL NOTIFY/INCLD,2018,0.0,0.0,325653614.0,772.0,0.0,0.0,3473583,0.0,105
4179,SEX OFF REG-FAIL NOTIFY/INCLD,2019,0.0,0.0,190843133.0,436.0,0.0,0.0,1948308,0.0,58
4180,SEX OFF REG-FAIL NOTIFY/INCLD,2020,0.0,0.0,120375988.0,216.0,0.0,0.0,1405928,0.0,27
4181,SEX OFF REG-FAIL NOTIFY/INCLD,2021,0.0,0.0,126561340.0,208.0,0.0,0.0,1005467,0.0,40
4182,SEX OFF REG-FAIL NOTIFY/INCLD,2022,0.0,0.0,132619024.0,236.0,0.0,0.0,715310,0.0,50
4183,SEX OFFENSE,2018,1423511.79865607,591079.158184519,18014746.0,20.0,39.289,-76.6072,335689,0.0,1
4184,SEX OFFENSE,2019,2858882.2113069,1175765.349431232,57285707.0,119.0,78.5603,-153.1726,515030,0.0,20
4185,SEX OFFENSE,2020,1433149.91318672,593999.898852506,20131882.0,42.0,39.2969,-76.5731,106278,0.0,9
4186,SEX OFFENSE,2021,1421473.15646053,584550.663778726,21120697.0,31.0,39.2711,-76.6145,112416,0.0,8
4187,SEX OFFENSE,2022,1430152.87780626,593366.854359381,22065012.0,41.0,39.2952,-76.5837,208534,0.0,5
4188,SEX OFFENSE 3RD DEGREE,2022,1418180.09681006,593642.84210425,22133319.0,43.0,39.2961,-76.626,48932,0.0,11
4189,SEX OFFENSE 4TH DEG,2020,1430868.93073127,591512.522283814,20180995.0,61.0,39.2901,-76.5812,27388,0.0,11
4190,SEX OFFENSE 4TH DEGREE,2018,1429302.356338,593690.803021613,18108266.0,41.0,39.2961,-76.5867,163098,0.0,7
4191,SEX OFFENSE 4TH DEGREE,2019,1400486.52913182,611751.897525166,19012512.0,34.0,39.346,-76.6883,337742,0.0,1
4192,SEX OFFENSE FIRST DEGREE,2018,0.0,0.0,54073755.0,125.0,0.0,0.0,952860,0.0,5
4193,SEX OFFENSE FIRST DEGREE,2020,0.0,0.0,20014932.0,32.0,0.0,0.0,330263,0.0,1
4194,SEX OFFENSE FIRST DEGREE,2021,0.0,0.0,42190282.0,79.0,0.0,0.0,316215,0.0,14
4195,SEX OFFENSE SECOND DEGREE,2018,0.0,0.0,18075945.0,29.0,0.0,0.0,226652,0.0,5
4196,SEX OFFENSE SECOND DEGREE,2019,0.0,0.0,38096637.0,78.0,0.0,0.0,533028,0.0,7
4197,SEX OFFENSE SECOND DEGREE,2021,0.0,0.0,63402593.0,148.0,0.0,0.0,239266,0.0,30
4198,SEX OFFENSE THIRD DEGREE,2018,0.0,0.0,162956487.0,315.0,0.0,0.0,1483992,0.0,61
4199,SEX OFFENSE THIRD DEGREE,2019,0.0,0.0,324449213.0,683.0,0.0,0.0,3293972,0.0,100
4200,SEX OFFENSE THIRD DEGREE,2020,0.0,0.0,60110582.0,106.0,0.0,0.0,844112,0.0,9
4201,SEX OFFENSE THIRD DEGREE,2021,0.0,0.0,105538248.0,156.0,0.0,0.0,682343,0.0,38
4202,SEX OFFENSE THIRD DEGREE,2022,0.0,0.0,110510909.0,198.0,0.0,0.0,605810,0.0,42
4203,SEX OFFESE,2018,1420669.39484461,600682.945205972,18153304.0,24.0,39.3154,-76.6171,71174,0.0,10
4204,SEX TRAFFIC-FORCE/FRAUD,2022,0.0,0.0,22008633.0,47.0,0.0,0.0,335490,0.0,1
4205,SEX TRAFFICKING,2020,1435002.07184661,591349.695968665,20189086.0,40.0,39.2896,-76.5666,15985,0.0,12
4206,SEXUAL CHILD ABUSE,2018,2841467.4802608397,1177436.18803843,36195088.0,55.0,78.5651,-153.2341,368180,0.0,13
4207,SEXUAL CHILD ABUSE,2020,1420669.39484461,600682.945205972,20086972.0,38.0,39.3154,-76.6171,180818,0.0,6
4208,SEXUAL CHILD ABUSE,2021,1420651.18201588,598278.896343482,21088305.0,35.0,39.3088,-76.6172,180811,0.0,6
4209,SEXUAL PHYSICAL CHILD ABUSE,2020,1441063.84066626,607442.149332632,20038430.0,25.0,39.3337,-76.5449,277983,0.0,3
4210,SEXUAL SOLICITATION OF A MINOR,2018,0.0,0.0,18179433.0,30.0,0.0,0.0,24902,0.0,11
4211,SEXUAL SOLICITATION OF A MINOR,2021,0.0,0.0,21028826.0,40.0,0.0,0.0,300902,0.0,2
4212,SHOOTING,2022,1410964.94905755,600607.64025676,22064588.0,26.0,39.3153,-76.6514,210464,0.0,5
4213,SHOOTING HANDGUN VIOLATION,2021,1433343.72387446,600957.759802656,21145356.0,21.0,39.316,-76.5723,54574,0.0,10
4214,SHOPLFTING,2018,1425378.34252307,597898.489374641,18007172.0,51.0,39.3077,-76.6005,348237,0.0,1
4215,SHOPLIFTING,2018,36313975.07998132,863766.48607339,72347969.0,206.0,117.9755,-229.91790000000003,805928,0.0,23
4216,SHOPLIFTING,2019,1423224.05834039,605356.052321637,19080327.0,63.0,39.3282,-76.608,203700,0.0,6
4217,SHOPLIFTING,2022,1423486.78523307,590314.155449509,22140088.0,37.0,39.2869,-76.6073,34208,0.0,11
4218,SIMPLE POSSESSION,2018,1404244.93246657,612602.758977632,18138791.0,36.0,39.3483,-76.675,100406,0.0,9
4219,SMOKING ON TRANSIT,2022,0.0,0.0,22016679.0,29.0,0.0,0.0,315799,0.0,2
4220,SND DEGREE BURGLARY,2020,1417006.94947036,589813.587572344,20108057.0,18.0,39.2856,-76.6302,145472,0.0,7
4221,SOE - MEMA VIOLATION,2020,0.0,0.0,20100650.0,20.0,0.0,0.0,158789,0.0,7
4222,SOL-FRAUD-SUBLEASE MOTOR VEHIC,2018,0.0,0.0,18172740.0,19.0,0.0,0.0,36172,0.0,11
4223,SOL-SEX ABUSE MINOR,2021,0.0,0.0,21151572.0,46.0,0.0,0.0,37024,0.0,11
4224,SOLICIT RETALIATE WITNESS-FELO,2021,0.0,0.0,21102952.0,56.0,0.0,0.0,151652,0.0,7
4225,SOLICIT/ INTIMIDUTE WITNESS,2019,1422066.14166194,591582.908415628,19011585.0,32.0,39.2904,-76.6123,338818,0.0,1
4226,SOLICITATION OF PROSITUTION,2018,1428246.50898248,570375.098556252,18138594.0,38.0,39.2321,-76.5908,100411,0.0,9
4227,SOLICITE GOODS ON TRANSIT,2021,0.0,0.0,21117995.0,28.0,0.0,0.0,118346,0.0,8
4228,STALKING,2018,1405949.66657307,610423.437162646,54355414.0,109.0,39.3423,-76.669,418688,0.0,23
4229,STALKING,2019,0.0,0.0,133814750.0,242.0,0.0,0.0,920937,0.0,55
4230,STALKING,2020,1433390.96339618,615017.709597201,140811156.0,296.0,39.3546,-76.5719,961328,0.0,53
4231,STALKING,2021,0.0,0.0,189679273.0,323.0,0.0,0.0,1852185,0.0,49
4232,STALKING,2022,0.0,0.0,88373659.0,144.0,0.0,0.0,567608,0.0,31
4233,STATUTORY RAPE,2022,1439169.29285831,590022.140279507,22054493.0,32.0,39.2859,-76.5519,231371,0.0,5
4234,STLOEN AUTO,2018,1426806.43945735,601292.198051331,18093812.0,28.0,39.317,-76.5954,191200,0.0,6
4235,STOLE ATUO,2019,1436952.02252714,609571.006153712,19057726.0,24.0,39.3396,-76.5594,248999,0.0,4
4236,STOLE AUTO,2019,1418139.1875543,575977.338506333,19008570.0,19.0,39.2476,-76.6264,346181,0.0,1
4237,STOLEM AUTO,2019,1412402.66055813,587354.975065611,19108946.0,35.0,39.2789,-76.6465,145524,0.0,7
4238,STOLEN,2018,1401819.65436957,610627.337053653,18130372.0,47.0,39.3429,-76.6836,119501,0.0,8
4239,STOLEN  AUTO,2018,1411626.05559365,597914.814372362,18174743.0,18.0,39.3079,-76.6491,32636,0.0,11
4240,STOLEN  AUTO,2019,1405004.90808826,589949.873297034,19032296.0,38.0,39.2861,-76.6726,296434,0.0,3
4241,STOLEN ATUO,2018,1400706.53497928,588769.265730941,18015798.0,29.0,39.2829,-76.6878,333530,0.0,1
4242,STOLEN AUTO,2018,833919423.7685481,163197514.35047364,5646872366.0,9121.0,11555.8022,-22527.8404,55772189,0.0,1999
4243,STOLEN AUTO,2019,749644147.1834543,156689692.63503936,5706343315.0,8687.0,11005.4005,-21456.0636,57998855,0.0,1764
4244,STOLEN AUTO,2020,682901418.9556402,128450048.5814881,5003723593.0,7963.0,9157.5559,-17854.9582,43040277,0.0,1631
4245,STOLEN AUTO,2021,921920229.4915115,142709081.45850542,6095895231.0,9124.0,10455.3239,-20384.3399,48405252,0.0,1952
4246,STOLEN AUTO,2022,803397764.8403845,106997699.48606929,4966946942.0,7279.0,8057.0312,-15709.9572,41214921,0.0,1412
4247,STOLEN AUTO / THEFT,2020,1427367.74822792,602314.562157373,20186808.0,37.0,39.3198,-76.5934,17698,0.0,12
4248,STOLEN AUTO POSSESSION,2021,32070835.9419795,-948896.130248216,21166518.0,45.0,0.0,0.0,4448,0.0,12
4249,STOLEN AUTO TAGS,2018,2857025.47347522,1135726.214747746,36068698.0,49.0,78.4504,-153.1798,604271,0.0,4
4250,STOLEN AUTO/ ARMED CARJACKING,2019,1411473.80922185,600718.859864327,19134288.0,17.0,39.3156,-76.6496,95169,0.0,9
4251,STOLEN AUTO/ CARJACKING,2018,1424300.51543079,591956.730503402,18119552.0,19.0,39.2914,-76.6044,141449,0.0,8
4252,STOLEN AUTO/ CDS VIOLATION,2020,1411282.33532399,591612.207361401,20109947.0,18.0,39.2906,-76.6504,141380,0.0,8
4253,STOLEN AUTO/ FALSE STATEMENT,2018,0.0,0.0,18182467.0,19.0,0.0,0.0,19477,0.0,12
4254,STOLEN AUTO/ HAND GUN,2019,1413970.48865055,598980.221359597,19158887.0,22.0,39.3108,-76.6408,46089,0.0,11
4255,STOLEN AUTO/ U.U.,2021,1433006.19876647,594472.735832616,21087033.0,18.0,39.2982,-76.5736,182900,0.0,6
4256,STOLEN AUTO/ V.V,2020,32070835.9419795,-948896.130248216,20020005.0,50.0,0.0,0.0,318633,0.0,2
4257,STOLEN AUTO/CDS,2018,1424131.93138614,572032.441056303,18154869.0,36.0,39.2367,-76.6053,69203,0.0,10
4258,STOLEN AUTO/CDS,2019,1422854.67705059,572646.141880265,19095630.0,19.0,39.2384,-76.6098,172898,0.0,7
4259,STOLEN AUTO/CDS,2020,1394915.75242197,593849.393224709,20001848.0,28.0,39.2969,-76.7082,356802,0.0,1
4260,STOLEN AUTO/CDS VIOLATION,2020,1410111.46136992,601842.805085862,20173080.0,28.0,39.3187,-76.6544,39751,0.0,11
4261,STOLEN AUTO/HGV,2021,32070835.9419795,-948896.130248216,21065498.0,19.0,0.0,0.0,227535,0.0,5
4262,STOLEN AUTO/HGV,2022,4242245.18524077,1791187.122518935,66321796.0,70.0,117.9166,-229.9213,328860,0.0,26
4263,STOLEN AUTO/THEFT,2019,1415613.6427304,598476.806227747,19086943.0,19.0,39.3094,-76.635,192146,0.0,6
4264,STOLEN AUTOMBILE,2020,1410395.95094963,593976.359885075,20171703.0,20.0,39.2971,-76.6535,41589,0.0,11
4265,STOLEN AUTON,2022,1416969.80460657,585005.542770137,22018867.0,39.0,39.2724,-76.6304,311627,0.0,2
4266,STOLEN AUTTO,2019,1428017.31114715,589933.382364463,19039146.0,24.0,39.2858,-76.5913,282151,0.0,3
4267,STOLEN CAR,2018,4261440.18191089,1781722.399350511,54472358.0,87.0,117.8904,-229.85359999999997,196112,0.0,30
4268,STOLEN CAR,2019,33478970.952850472,-355765.99545755703,38074918.0,78.0,39.2948,-76.6615,575332,0.0,6
4269,STOLEN CAR,2022,1406663.99751,592942.604351885,22062668.0,25.0,39.2943,-76.6667,213506,0.0,5
4270,STOLEN HANDGUN,2019,1426435.25697714,602055.458062401,19123187.0,32.0,39.3191,-76.5967,116535,0.0,8
4271,STOLEN LICENSE PLATE,2019,2816318.3167854697,1197042.867606043,38096674.0,64.0,78.6192,-153.3227,531151,0.0,7
4272,STOLEN LICENSE PLATE,2020,1417790.17650466,599031.957191392,20032132.0,25.0,39.3109,-76.6273,293124,0.0,3
4273,STOLEN LICENSE PLATE,2022,1412219.5781658,590778.072481791,22153567.0,28.0,39.2883,-76.6471,6776,0.0,12
4274,STOLEN MOTORCYCLE,2020,1420300.53600486,594161.547514045,20025212.0,48.0,39.2975,-76.6185,307366,0.0,2
4275,STOLEN PLATE,2020,1411909.01819794,597915.903588763,20134875.0,38.0,39.3079,-76.6481,99333,0.0,9
4276,STOLEN PLATES,2021,1435521.16275195,613060.871113442,21074484.0,28.0,39.3492,-76.5644,209582,0.0,5
4277,STOLEN PROPERTY,2022,2848922.46186568,1162352.383873432,44074317.0,52.0,78.5236,-153.208,540073,0.0,7
4278,STOLEN REAR TAG POSSESSION,2018,1410978.2309432,589717.022235794,18133844.0,67.0,39.2854,-76.6515,111501,0.0,8
4279,STOLEN TAG,2018,7113958.9053745,2983546.6768357437,90655707.0,125.0,196.5223,-383.0483,591743,0.0,42
4280,STOLEN TAG,2019,11344949.03974452,4786637.66490688,152795654.0,261.0,314.4717,-613.0092,1326008,0.0,54
4281,STOLEN TAG,2021,1410582.51150905,589569.820688259,21138108.0,39.0,39.285,-76.6529,73876,0.0,10
4282,STOLEN TAG,2022,1418037.97495181,600708.465885896,22056456.0,25.0,39.3155,-76.6264,226497,0.0,5
4283,STOLEN TAGS,2018,7107010.82938459,2970584.642018267,90370939.0,166.0,196.48680000000002,-383.0731,1132795,0.0,24
4284,STOLEN TAGS,2019,12789902.47529022,5359631.948287972,171564122.0,301.0,353.7108,-689.5409,2142205,0.0,40
4285,STOLEN TAGS,2020,5687821.460814061,2394389.578077701,80246367.0,137.0,157.23860000000002,-306.4503,943438,0.0,18
4286,STOLEN TAGS,2021,2829648.77722818,1188607.3615191109,42126396.0,50.0,78.5959,-153.2757,467386,0.0,9
4287,STOLEN TAGS,2022,4247487.6770624705,1775291.071085262,66140750.0,96.0,117.8729,-229.90300000000002,744902,0.0,12
4288,STOLEN TAGS/CDS,2018,32070835.9419795,-948896.130248216,18152013.0,27.0,0.0,0.0,75092,0.0,10
4289,STOLEN VEHICLE,2018,11363178.77293466,4777750.2336717155,162887131.0,258.0,314.4471,-612.9449,1613269,0.0,59
4290,STOLEN VEHICLE,2019,15579800.82025021,6569075.638357513,210070461.0,331.0,432.3643,-842.9567999999999,1862628,0.0,75
4291,STOLEN VEHICLE,2020,4236567.68025653,1820458.9068021788,60473811.0,98.0,117.997,-229.941,193994,0.0,30
4292,STOLEN VEHICLE,2021,21309529.86661233,8975518.616254523,316676737.0,463.0,589.6356,-1149.2588,1902050,0.0,119
4293,STOLEN VEHICLE,2022,17030806.04497355,7161846.4982328955,309154798.0,424.0,471.6577,-919.4668,2337894,0.0,95
4294,STOLEN VEHICLE REGISTRATION PL,2021,1394844.15633186,607398.791834293,21044820.0,61.0,39.3341,-76.7083,269652,0.0,3
4295,STOLEN VEHICLES,2022,1411285.26797311,583453.373630852,22151860.0,29.0,39.2682,-76.6505,9374,0.0,12
4296,STOLEN/UNATHORIZED USE,2018,1442102.07249792,586576.45819028,18125183.0,52.0,39.2764,-76.5416,128937,0.0,8
4297,STOLLEN AUTO,2018,1418431.9261846,587451.872666809,18184882.0,51.0,39.2791,-76.6252,15279,0.0,12
4298,STRONG ARM ROBBERY,2018,1429797.03211119,596934.761471156,18173116.0,24.0,39.305,-76.5849,34362,0.0,11
4299,STRONG ARM ROBBERY,2019,1422689.74535854,591367.022798116,19039030.0,29.0,39.2898,-76.6101,282177,0.0,3
4300,SUSP. LICENSE,2018,1433676.05165994,602489.125856031,18069388.0,29.0,39.3202,-76.5711,236761,0.0,4
4301,SUSPENDED LIC.,2021,1440723.16681939,590612.59321201,21119587.0,20.0,39.2875,-76.5464,114429,0.0,8
4302,SUSPENDED LICENCE,2021,0.0,0.0,21063406.0,0.0,0.0,0.0,232358,0.0,5
4303,SUSPENDED LICENSE,2018,1432674.57191078,592759.274064829,18002917.0,18.0,39.2935,-76.5748,356839,0.0,1
4304,SUSPENDED REGISTRATION,2018,1399205.32243623,589055.562481581,18111896.0,47.0,39.2837,-76.6931,155923,0.0,7
4305,TEL MISUSE,2020,0.0,0.0,20000949.0,30.0,0.0,0.0,360759,0.0,1
4306,TEL MISUSE: OBSCENE,2019,0.0,0.0,19029228.0,60.0,0.0,0.0,303134,0.0,2
4307,TEL MISUSE:REPEAT CALLS,2018,0.0,0.0,398182720.0,825.0,0.0,0.0,3904756,0.0,143
4308,TEL MISUSE:REPEAT CALLS,2019,0.0,0.0,305488426.0,586.0,0.0,0.0,2843888,0.0,103
4309,TEL MISUSE:REPEAT CALLS,2020,0.0,0.0,381567124.0,669.0,0.0,0.0,3756851,0.0,114
4310,TEL MISUSE:REPEAT CALLS,2021,0.0,0.0,506024858.0,819.0,0.0,0.0,4456929,0.0,147
4311,TEL MISUSE:REPEAT CALLS,2022,0.0,0.0,463453640.0,757.0,0.0,0.0,4140984,0.0,120
4312,TEL MISUSE:SINGLE CALL,2018,0.0,0.0,18005133.0,35.0,0.0,0.0,352719,0.0,1
4313,TEL MISUSE:SINGLE CALL,2020,0.0,0.0,20110135.0,35.0,0.0,0.0,140243,0.0,8
4314,TEL MISUSE:SINGLE CALL,2021,0.0,0.0,21157531.0,29.0,0.0,0.0,23922,0.0,12
4315,TEL MISUSE:SINGLE CALL,2022,0.0,0.0,22067478.0,34.0,0.0,0.0,202455,0.0,6
4316,TELEPHONE MISUSE,2020,2865100.2310796296,1197577.073080677,40097425.0,81.0,78.62010000000001,-153.1503,523019,0.0,8
4317,TEM FED DETAINEE,2018,0.0,0.0,18010807.0,31.0,0.0,0.0,341868,0.0,1
4318,TEMP FED,2019,0.0,0.0,19103105.0,29.0,0.0,0.0,157861,0.0,7
4319,TEMP FED,2020,0.0,0.0,20197323.0,35.0,0.0,0.0,1558,0.0,12
4320,TEMP FED,2021,0.0,0.0,21150313.0,39.0,0.0,0.0,42473,0.0,11
4321,TEMP FED DETAINEE,2018,0.0,0.0,742262981.0,1457.0,0.0,0.0,6903169,0.0,276
4322,TEMP FED DETAINEE,2019,0.0,0.0,554010113.0,1036.0,0.0,0.0,4538861,0.0,207
4323,TEMP FED DETAINEE,2020,0.0,0.0,603985764.0,1099.0,0.0,0.0,3247834,0.0,262
4324,TEMP FED DETAINEE,2021,0.0,0.0,569462898.0,974.0,0.0,0.0,4641098,0.0,179
4325,TEMP FED DETAINEE,2022,0.0,0.0,353445703.0,613.0,0.0,0.0,2376500,0.0,121
4326,TEMP FED DETANEE,2018,0.0,0.0,18019963.0,34.0,0.0,0.0,328006,0.0,2
4327,TEMP FEDERAL DETAINEE,2018,0.0,0.0,108548943.0,194.0,0.0,0.0,1166881,0.0,34
4328,TEMP FEDERAL DETAINEE,2019,0.0,0.0,133463745.0,229.0,0.0,0.0,1616196,0.0,32
4329,TEMP FEDERAL DETAINEE,2020,0.0,0.0,60188059.0,93.0,0.0,0.0,705512,0.0,13
4330,TEMP FEDERAL DETAINEE,2021,0.0,0.0,21080051.0,31.0,0.0,0.0,196186,0.0,6
4331,TEMP FEDERAL DETAINEE,2022,0.0,0.0,22049386.0,60.0,0.0,0.0,240789,0.0,4
4332,TEMP FEDERAL DETAINNEE,2020,0.0,0.0,20114377.0,34.0,0.0,0.0,135137,0.0,8
4333,TEMP FEDREAL DETAINEE,2021,0.0,0.0,21011378.0,46.0,0.0,0.0,339673,0.0,1
4334,TEMP RED DETAINEE,2020,0.0,0.0,20087382.0,49.0,0.0,0.0,179825,0.0,6
4335,TEMP.  FED DETAINEE,2018,0.0,0.0,18120227.0,49.0,0.0,0.0,140308,0.0,8
4336,TEMP. FED DETAINEE,2018,0.0,0.0,162718157.0,301.0,0.0,0.0,1941863,0.0,47
4337,TEMP. FED DETAINEE,2020,0.0,0.0,40282275.0,49.0,0.0,0.0,182393,0.0,18
4338,TEMP. FED. DETAINEE,2018,0.0,0.0,18085871.0,35.0,0.0,0.0,206818,0.0,5
4339,TEMP. FEDERAL DETAINEE,2021,0.0,0.0,21085260.0,30.0,0.0,0.0,186870,0.0,6
4340,TEMP.FED DETAINEE,2018,0.0,0.0,18035812.0,31.0,0.0,0.0,299656,0.0,3
4341,TEMPORARY FED,2020,0.0,0.0,20030768.0,47.0,0.0,0.0,296370,0.0,3
4342,TEMPORARY FED DETAINEE,2022,0.0,0.0,22068651.0,29.0,0.0,0.0,199280,0.0,6
4343,TEMPORARY FEDERAL DETAINEE,2018,0.0,0.0,18019957.0,26.0,0.0,0.0,328005,0.0,2
4344,THEFR/LORCENY,2018,1432406.83988237,601645.442449228,18074350.0,18.0,39.3179,-76.5756,228618,0.0,5
4345,THEFT,2018,253234033.63059253,48770869.53248682,1737509387.0,3587.0,3458.949,-6742.5508,17140847,0.0,609
4346,THEFT,2019,234022145.50098678,54810457.23685528,1908781933.0,3661.0,3811.9210000000003,-7431.8512,18804527,0.0,604
4347,THEFT,2020,105343221.14947012,15330852.865641689,642713989.0,1232.0,1139.6216,-2221.8912,6210080,0.0,189
4348,THEFT,2021,91136751.87631373,9513258.065003065,442942854.0,701.0,746.9871,-1455.7166,3547052,0.0,141
4349,THEFT,2022,128990726.82606518,10874402.23959999,574212706.0,978.0,903.9931,-1761.8313,4182146,0.0,178
4350,"THEFT $1,500 TO $24,999",2021,1403849.12620975,604588.068997372,21019913.0,58.0,39.3263,-76.6765,321538,0.0,2
4351,THEFT $100 TO $1499,2020,1398413.03194127,605953.484999273,20123486.0,30.0,39.3301,-76.6957,121457,0.0,8
4352,THEFT $100 TO $1500,2021,1423368.08859191,591588.470556952,21138109.0,32.0,39.2904,-76.6077,73862,0.0,10
4353,THEFT $100.00-$1499.00,2022,1415678.97667251,596291.643527092,22038061.0,39.0,39.3034,-76.6348,264582,0.0,4
4354,THEFT $1000 (STOLEN AUTO),2018,1418842.12869822,590950.216620645,18087299.0,20.0,39.2887,-76.6237,203747,0.0,6
4355,THEFT (SHOPLIFTING ),2019,1432937.58757856,603104.874923161,19018246.0,33.0,39.3219,-76.5737,324773,0.0,2
4356,THEFT - ATTEMPT,2018,0.0,0.0,18030037.0,34.0,0.0,0.0,309599,0.0,2
4357,THEFT - ATTEMPT,2022,0.0,0.0,22153619.0,39.0,0.0,0.0,5961,0.0,12
4358,THEFT -$500,2020,1406347.74439118,609842.098355971,20156374.0,49.0,39.3407,-76.6676,64208,0.0,10
4359,THEFT 1500-2500,2019,1434952.03290381,589965.359848797,19040551.0,34.0,39.2858,-76.5668,280072,0.0,3
4360,THEFT < $100.00,2020,1410106.4186184,588220.347253781,20084830.0,34.0,39.2813,-76.6546,184949,0.0,6
4361,THEFT <100,2019,1428360.73845055,595398.472015858,19090744.0,36.0,39.3008,-76.59,184053,0.0,6
4362,THEFT AUTO,2019,33482954.57003875,-353966.1599773379,38167135.0,98.0,39.2997,-76.6474,393645,0.0,11
4363,THEFT AUTO,2020,1426085.26827205,598010.864158048,20031443.0,19.0,39.308,-76.598,295250,0.0,3
4364,THEFT FROM AUTO,2018,34935098.98522914,238551.26900336298,54482525.0,132.0,78.5923,-153.1534,173807,0.0,31
